id	text	pinyin	voice	file
p1_delivery_directions_01_e4_r2	我回。	Wǒ huí.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_directions_01_e4_r2.opus
p1_delivery_names_02_e1	名字在上，东西在下。家在哪儿？	Míngzi zài shàng, dōngxi zài xià. Jiā zài nǎr?	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e1.opus
p1_delivery_names_02_e1_h	家在前面。	Jiā zài qiánmiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e1_h.opus
p1_delivery_names_02_e1_r1	家在前面。	Jiā zài qiánmiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e1_r1.opus
p1_delivery_names_02_e1_r2	家在后面。	Jiā zài hòumiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e1_r2.opus
p1_delivery_names_02_e2	先生叫我去这个家里。	Xiānsheng jiào wǒ qù zhè ge jiā lǐ.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e2.opus
p1_delivery_names_02_e2_h	这个家。	Zhè ge jiā.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e2_h.opus
p1_delivery_names_02_e2_r1	我去这个家。	Wǒ qù zhè ge jiā.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e2_r1.opus
p1_delivery_names_02_e2_r2	我去那个家。	Wǒ qù nà ge jiā.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e2_r2.opus
p1_delivery_names_02_e3	小姐在前面，先生在后面。我看见她。	Xiǎojiě zài qiánmiàn, xiānsheng zài hòumiàn. Wǒ kànjiàn tā.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e3.opus
p1_delivery_names_02_e3_h	小姐在前面。	Xiǎojiě zài qiánmiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e3_h.opus
p1_delivery_names_02_e3_r1	她在前面。	Tā zài qiánmiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e3_r1.opus
p1_delivery_names_02_e3_r2	先生在前面。	Xiānsheng zài qiánmiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e3_r2.opus
p1_delivery_names_02_e4	他在火车站。你看，先生回家。	Tā zài huǒchēzhàn. Nǐ kàn, xiānsheng huí jiā.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e4.opus
p1_delivery_names_02_e4_h	他在火车站。	Tā zài huǒchēzhàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e4_h.opus
p1_delivery_names_02_e4_r1	先生回家。	Xiānsheng huí jiā.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e4_r1.opus
p1_delivery_names_02_e4_r2	小姐回家。	Xiǎojiě huí jiā.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_names_02_e4_r2.opus
p1_landlord_phone_01_e1	喂，我打电话。你在家？这是我的。	Wèi, wǒ dǎ diànhuà. Nǐ zài jiā? Zhè shì wǒ de.	zh-CN-YunyangNeural	audio/phase1/p1_landlord_phone_01_e1.opus
p1_landlord_phone_01_e1_h	喂，我在家。	Wèi, wǒ zài jiā.	zh-CN-YunyangNeural	audio/phase1/p1_landlord_phone_01_e1_h.opus
p1_landlord_phone_01_e1_r1	喂，我现在在家。	Wèi, wǒ xiànzài zài jiā.	zh-CN-YunxiNeural	audio/phase1/p1_landlord_phone_01_e1_r1.opus
p1_landlord_phone_01_e1_r2	我在商店。	Wǒ zài shāngdiàn.	zh-CN-YunxiNeural	audio/phase1/p1_landlord_phone_01_e1_r2.opus
p1_landlord_phone_01_e2	明天你买些苹果吗？水果三块钱。	Míngtiān nǐ mǎi xiē píngguǒ ma? Shuǐguǒ sān kuài qián.	zh-CN-YunyangNeural	audio/phase1/p1_landlord_phone_01_e2.opus
p1_landlord_phone_01_e2_h	明天，买苹果。	Míngtiān, mǎi píngguǒ.	zh-CN-YunyangNeural	audio/phase1/p1_landlord_phone_01_e2_h.opus
p1_landlord_phone_01_e2_r1	明天我买些苹果。	Míngtiān wǒ mǎi xiē píngguǒ.	zh-CN-YunxiNeural	audio/phase1/p1_landlord_phone_01_e2_r1.opus
p1_landlord_phone_01_e2_r2	今天我买些苹果。	Jīntiān wǒ mǎi xiē píngguǒ.	zh-CN-YunxiNeural	audio/phase1/p1_landlord_phone_01_e2_r2.opus
p1_landlord_phone_01_e3	今天很冷。你呢？	Jīntiān hěn lěng. Nǐ ne?	zh-CN-YunyangNeural	audio/phase1/p1_landlord_phone_01_e3.opus
p1_landlord_phone_01_e3_h	今天很冷。	Jīntiān hěn lěng.	zh-CN-YunyangNeural	audio/phase1/p1_landlord_phone_01_e3_h.opus
p1_landlord_phone_01_e3_r1	我很冷。	Wǒ hěn lěng.	zh-CN-YunxiNeural	audio/phase1/p1_landlord_phone_01_e3_r1.opus
p1_landlord_phone_01_e3_r2	我很好。	Wǒ hěn hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_landlord_phone_01_e3_r2.opus
p1_landlord_phone_01_e4	明天下雨。你住一年吗？今天十八日。	Míngtiān xiàyǔ. Nǐ zhù yì nián ma? Jīntiān shíbā rì.	zh-CN-YunyangNeural	audio/phase1/p1_landlord_phone_01_e4.opus
p1_landlord_phone_01_e4_h	明天下雨。	Míngtiān xiàyǔ.	zh-CN-YunyangNeural	audio/phase1/p1_landlord_phone_01_e4_h.opus
p1_landlord_phone_01_e4_r1	明天下雨。	Míngtiān xiàyǔ.	zh-CN-YunxiNeural	audio/phase1/p1_landlord_phone_01_e4_r1.opus
p1_landlord_phone_01_e4_r2	今天下雨。	Jīntiān xiàyǔ.	zh-CN-YunxiNeural	audio/phase1/p1_landlord_phone_01_e4_r2.opus
p1_landlord_phone_01_e5	这个星期我在家，下个月我不在。	Zhè ge xīngqī wǒ zài jiā, xià ge yuè wǒ bú zài.	zh-CN-YunyangNeural	audio/phase1/p1_landlord_phone_01_e5.opus
p1_landlord_phone_01_e5_h	这个星期，在家。	Zhè ge xīngqī, zài jiā.	zh-CN-YunyangNeural	audio/phase1/p1_landlord_phone_01_e5_h.opus
p1_landlord_phone_01_e5_r1	你这个星期在家。	Nǐ zhè ge xīngqī zài jiā.	zh-CN-YunxiNeural	audio/phase1/p1_landlord_phone_01_e5_r1.opus
p1_landlord_phone_01_e5_r2	你这个月在家。	Nǐ zhè ge yuè zài jiā.	zh-CN-YunxiNeural	audio/phase1/p1_landlord_phone_01_e5_r2.opus
p1_mentor_address_03_e1	谁是老师？他是什么？他是我的朋友。	Shéi shì lǎoshī? Tā shì shénme? Tā shì wǒ de péngyou.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e1.opus
p1_mentor_address_03_e1_h	他是老师。	Tā shì lǎoshī.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e1_h.opus
p1_mentor_address_03_e1_r1	他是老师。	Tā shì lǎoshī.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e1_r1.opus
p1_mentor_address_03_e1_r2	他是学生。	Tā shì xuésheng.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e1_r2.opus
p1_mentor_address_03_e2	老师说话，你听。爸爸和妈妈说话。	Lǎoshī shuōhuà, nǐ tīng. Bàba hé māma shuōhuà.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e2.opus
p1_mentor_address_03_e2_h	听老师说话。	Tīng lǎoshī shuōhuà.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e2_h.opus
p1_mentor_address_03_e2_r1	我听老师说话。	Wǒ tīng lǎoshī shuōhuà.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e2_r1.opus
p1_mentor_address_03_e2_r2	我听儿子说话。	Wǒ tīng érzi shuōhuà.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e2_r2.opus
p1_mentor_address_03_e3	我们认识这个人，她是老师。	Wǒmen rènshi zhè ge rén, tā shì lǎoshī.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e3.opus
p1_mentor_address_03_e3_h	她是老师。	Tā shì lǎoshī.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e3_h.opus
p1_mentor_address_03_e3_r1	谢谢老师。	Xièxie lǎoshī.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e3_r1.opus
p1_mentor_address_03_e3_r2	谢谢同学。	Xièxie tóngxué.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e3_r2.opus
p1_mentor_address_03_e4	谢谢你。我们听老师说话。我很高兴。	Xièxie nǐ. Wǒmen tīng lǎoshī shuōhuà. Wǒ hěn gāoxìng.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e4.opus
p1_mentor_address_03_e4_h	谢谢。不客气。	Xièxie. Bú kèqi.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e4_h.opus
p1_mentor_address_03_e4_r1	不客气。	Bú kèqi.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e4_r1.opus
p1_mentor_address_03_e4_r2	对不起。	Duìbuqǐ.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e4_r2.opus
p1_mentor_address_03_e5	我爱我的女儿和儿子。	Wǒ ài wǒ de nǚ'ér hé érzi.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e5.opus
p1_mentor_address_03_e5_h	女儿和儿子。	Nǚ'ér hé érzi.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e5_h.opus
p1_mentor_address_03_e5_r1	你爱你的女儿。	Nǐ ài nǐ de nǚ'ér.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e5_r1.opus
p1_mentor_address_03_e5_r2	你爱你的朋友。	Nǐ ài nǐ de péngyou.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e5_r2.opus
p1_mentor_address_03_e6	老师和医生说话，你听。	Lǎoshī hé yīshēng shuōhuà, nǐ tīng.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e6.opus
p1_mentor_address_03_e6_h	听医生说话。	Tīng yīshēng shuōhuà.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_address_03_e6_h.opus
p1_mentor_address_03_e6_r1	我听医生说话。	Wǒ tīng yīshēng shuōhuà.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e6_r1.opus
p1_mentor_address_03_e6_r2	我听同学说话。	Wǒ tīng tóngxué shuōhuà.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_address_03_e6_r2.opus
p1_mentor_negatives_01_e1	请喝茶。你能工作。这个工作，我会做。	Qǐng hē chá. Nǐ néng gōngzuò. Zhè ge gōngzuò, wǒ huì zuò.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_negatives_01_e1.opus
p1_mentor_negatives_01_e1_h	会做。	Huì zuò.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_negatives_01_e1_h.opus
p1_mentor_negatives_01_e1_r1	我会做。	Wǒ huì zuò.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_negatives_01_e1_r1.opus
p1_mentor_negatives_01_e1_r2	我不会做。	Wǒ bú huì zuò.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_negatives_01_e1_r2.opus
p1_mentor_negatives_01_e2	我想喝茶，我喜欢茶。	Wǒ xiǎng hē chá, wǒ xǐhuan chá.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_negatives_01_e2.opus
p1_mentor_negatives_01_e2_h	我喜欢茶。	Wǒ xǐhuan chá.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_negatives_01_e2_h.opus
p1_mentor_negatives_01_e2_r1	我喜欢茶。	Wǒ xǐhuan chá.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_negatives_01_e2_r1.opus
p1_mentor_negatives_01_e2_r2	我喜欢水。	Wǒ xǐhuan shuǐ.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_negatives_01_e2_r2.opus
p1_mentor_negatives_01_e3	有米饭，没有菜。茶很好，水不太好。	Yǒu mǐfàn, méiyǒu cài. Chá hěn hǎo, shuǐ bú tài hǎo.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_negatives_01_e3.opus
p1_mentor_negatives_01_e3_h	茶很好。	Chá hěn hǎo.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_negatives_01_e3_h.opus
p1_mentor_negatives_01_e3_r1	茶很好。	Chá hěn hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_negatives_01_e3_r1.opus
p1_mentor_negatives_01_e3_r2	水很好。	Shuǐ hěn hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_negatives_01_e3_r2.opus
p1_mentor_negatives_01_e4	我吃米饭，我会做菜。你能做？	Wǒ chī mǐfàn, wǒ huì zuò cài. Nǐ néng zuò?	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_negatives_01_e4.opus
p1_mentor_negatives_01_e4_h	会做。	Huì zuò.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_negatives_01_e4_h.opus
p1_mentor_negatives_01_e4_r1	我能做。	Wǒ néng zuò.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_negatives_01_e4_r1.opus
p1_mentor_negatives_01_e4_r2	我不能做。	Wǒ bù néng zuò.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_negatives_01_e4_r2.opus
p1_mentor_negatives_01_e5	碗没有八个，杯子有六个。	Wǎn méiyǒu bā ge, bēizi yǒu liù ge.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_negatives_01_e5.opus
p1_mentor_negatives_01_e5_h	碗，没有八个。	Wǎn, méiyǒu bā ge.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_negatives_01_e5_h.opus
p1_mentor_negatives_01_e5_r1	没有八个碗。	Méiyǒu bā ge wǎn.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_negatives_01_e5_r1.opus
p1_mentor_negatives_01_e5_r2	有八个碗。	Yǒu bā ge wǎn.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_negatives_01_e5_r2.opus
p1_mentor_quantities_02_e1	这个多，那个少。我喜欢多，不喜欢少。	Zhè ge duō, nà ge shǎo. Wǒ xǐhuan duō, bù xǐhuan shǎo.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_quantities_02_e1.opus
p1_mentor_quantities_02_e1_h	那个少。	Nà ge shǎo.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_quantities_02_e1_h.opus
p1_mentor_quantities_02_e1_r1	那个少。	Nà ge shǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_quantities_02_e1_r1.opus
p1_mentor_quantities_02_e1_r2	这个少。	Zhè ge shǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_quantities_02_e1_r2.opus
p1_mentor_quantities_02_e2	这个有十本，那个有三个。	Zhè ge yǒu shí běn, nà ge yǒu sān ge.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_quantities_02_e2.opus
p1_mentor_quantities_02_e2_h	十本。	Shí běn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_quantities_02_e2_h.opus
p1_mentor_quantities_02_e2_r1	十本。	Shí běn.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_quantities_02_e2_r1.opus
p1_mentor_quantities_02_e2_r2	三本。	Sān běn.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_quantities_02_e2_r2.opus
p1_mentor_quantities_02_e3	这个很大，那个太小。这本书，你读？	Zhè ge hěn dà, nà ge tài xiǎo. Zhè běn shū, nǐ dú?	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_quantities_02_e3.opus
p1_mentor_quantities_02_e3_h	读这本书。	Dú zhè běn shū.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_quantities_02_e3_h.opus
p1_mentor_quantities_02_e3_r1	我读这本书。	Wǒ dú zhè běn shū.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_quantities_02_e3_r1.opus
p1_mentor_quantities_02_e3_r2	我读那本书。	Wǒ dú nà běn shū.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_quantities_02_e3_r2.opus
p1_mentor_quantities_02_e4	七本，你能读？有九本书。你读多少本？	Qī běn, nǐ néng dú? Yǒu jiǔ běn shū. Nǐ dú duōshao běn?	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_quantities_02_e4.opus
p1_mentor_quantities_02_e4_h	读九本书。	Dú jiǔ běn shū.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_quantities_02_e4_h.opus
p1_mentor_quantities_02_e4_r1	我读九本书。	Wǒ dú jiǔ běn shū.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_quantities_02_e4_r1.opus
p1_mentor_quantities_02_e4_r2	我读五本书。	Wǒ dú wǔ běn shū.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_quantities_02_e4_r2.opus
p1_mentor_quantities_02_e5	你想读多少本？我会读十本。	Nǐ xiǎng dú duōshao běn? Wǒ huì dú shí běn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_quantities_02_e5.opus
p1_mentor_quantities_02_e5_h	十本。	Shí běn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mentor_quantities_02_e5_h.opus
p1_mentor_quantities_02_e5_r1	我想读十本。	Wǒ xiǎng dú shí běn.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_quantities_02_e5_r1.opus
p1_mentor_quantities_02_e5_r2	我想读七本。	Wǒ xiǎng dú qī běn.	zh-CN-YunxiNeural	audio/phase1/p1_mentor_quantities_02_e5_r2.opus
p1_mixup_calendar_e1	好。	Hǎo.	zh-CN-YunyangNeural	audio/phase1/p1_mixup_calendar_e1.opus
p1_mixup_calendar_e1_r1	好。	Hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mixup_calendar_e1_r1.opus
p1_mixup_clinic_e1	好。	Hǎo.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mixup_clinic_e1.opus
p1_mixup_clinic_e1_r1	好。	Hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mixup_clinic_e1_r1.opus
p1_mixup_count_e1	好。	Hǎo.	zh-CN-YunyangNeural	audio/phase1/p1_mixup_count_e1.opus
p1_mixup_count_e1_r1	好。	Hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mixup_count_e1_r1.opus
p1_mixup_fruit_e1	好。	Hǎo.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mixup_fruit_e1.opus
p1_mixup_fruit_e1_r1	好。	Hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mixup_fruit_e1_r1.opus
p1_mixup_home_e1	好。	Hǎo.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_mixup_home_e1.opus
p1_mixup_home_e1_r1	好。	Hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mixup_home_e1_r1.opus
p1_mixup_position_e1	好。	Hǎo.	zh-CN-YunyangNeural	audio/phase1/p1_mixup_position_e1.opus
p1_mixup_position_e1_r1	好。	Hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mixup_position_e1_r1.opus
p1_mixup_recipient_e1	好。	Hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mixup_recipient_e1.opus
p1_mixup_recipient_e1_r1	好。	Hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mixup_recipient_e1_r1.opus
p1_mixup_size_e1	好。	Hǎo.	zh-CN-YunyangNeural	audio/phase1/p1_mixup_size_e1.opus
p1_mixup_size_e1_r1	好。	Hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_mixup_size_e1_r1.opus
p1_noodle_dishwasher_01_e1	你好。我工作，你工作？	Nǐ hǎo. Wǒ gōngzuò, nǐ gōngzuò?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e1.opus
p1_noodle_dishwasher_01_e1_h	我工作。	Wǒ gōngzuò.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e1_h.opus
p1_noodle_dishwasher_01_e1_r1	我工作。	Wǒ gōngzuò.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e1_r1.opus
p1_noodle_dishwasher_01_e1_r2	你工作。	Nǐ gōngzuò.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e1_r2.opus
p1_noodle_dishwasher_01_e2	一、二、三、四。这是杯子，那是碗。	Yī, èr, sān, sì. Zhè shì bēizi, nà shì wǎn.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e2.opus
p1_noodle_dishwasher_01_e2_h	这是杯子。	Zhè shì bēizi.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e2_h.opus
p1_noodle_dishwasher_01_e2_r1	杯子。	Bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e2_r1.opus
p1_noodle_dishwasher_01_e2_r2	碗。	Wǎn.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e2_r2.opus
p1_noodle_dishwasher_01_e3	那是碗。	Nà shì wǎn.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e3.opus
p1_noodle_dishwasher_01_e3_h	碗。	Wǎn.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e3_h.opus
p1_noodle_dishwasher_01_e3_r1	碗。	Wǎn.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e3_r1.opus
p1_noodle_dishwasher_01_e3_r2	杯子。	Bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e3_r2.opus
p1_noodle_dishwasher_01_e4__v000	这是杯子，那是碗。杯子，一个？	Zhè shì bēizi, nà shì wǎn. Bēizi, yí ge?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4__v000.opus
p1_noodle_dishwasher_01_e4__v001	这是杯子，那是碗。杯子，二个？	Zhè shì bēizi, nà shì wǎn. Bēizi, èr ge?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4__v001.opus
p1_noodle_dishwasher_01_e4__v002	这是杯子，那是碗。杯子，三个？	Zhè shì bēizi, nà shì wǎn. Bēizi, sān ge?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4__v002.opus
p1_noodle_dishwasher_01_e4__v003	这是杯子，那是碗。杯子，四个？	Zhè shì bēizi, nà shì wǎn. Bēizi, sì ge?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4__v003.opus
p1_noodle_dishwasher_01_e4__v004	这是杯子，那是碗。杯子，五个？	Zhè shì bēizi, nà shì wǎn. Bēizi, wǔ ge?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4__v004.opus
p1_noodle_dishwasher_01_e4__v005	这是杯子，那是碗。杯子，六个？	Zhè shì bēizi, nà shì wǎn. Bēizi, liù ge?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4__v005.opus
p1_noodle_dishwasher_01_e4__v006	这是杯子，那是碗。杯子，七个？	Zhè shì bēizi, nà shì wǎn. Bēizi, qī ge?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4__v006.opus
p1_noodle_dishwasher_01_e4__v007	这是杯子，那是碗。杯子，八个？	Zhè shì bēizi, nà shì wǎn. Bēizi, bā ge?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4__v007.opus
p1_noodle_dishwasher_01_e4__v008	这是杯子，那是碗。杯子，九个？	Zhè shì bēizi, nà shì wǎn. Bēizi, jiǔ ge?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4__v008.opus
p1_noodle_dishwasher_01_e4__v009	这是杯子，那是碗。杯子，十个？	Zhè shì bēizi, nà shì wǎn. Bēizi, shí ge?	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4__v009.opus
p1_noodle_dishwasher_01_e4_h__v000	杯子，一个。	Bēizi, yí ge.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4_h__v000.opus
p1_noodle_dishwasher_01_e4_h__v001	杯子，二个。	Bēizi, èr ge.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4_h__v001.opus
p1_noodle_dishwasher_01_e4_h__v002	杯子，三个。	Bēizi, sān ge.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4_h__v002.opus
p1_noodle_dishwasher_01_e4_h__v003	杯子，四个。	Bēizi, sì ge.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4_h__v003.opus
p1_noodle_dishwasher_01_e4_h__v004	杯子，五个。	Bēizi, wǔ ge.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4_h__v004.opus
p1_noodle_dishwasher_01_e4_h__v005	杯子，六个。	Bēizi, liù ge.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4_h__v005.opus
p1_noodle_dishwasher_01_e4_h__v006	杯子，七个。	Bēizi, qī ge.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4_h__v006.opus
p1_noodle_dishwasher_01_e4_h__v007	杯子，八个。	Bēizi, bā ge.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4_h__v007.opus
p1_noodle_dishwasher_01_e4_h__v008	杯子，九个。	Bēizi, jiǔ ge.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4_h__v008.opus
p1_noodle_dishwasher_01_e4_h__v009	杯子，十个。	Bēizi, shí ge.	zh-CN-YunjianNeural	audio/phase1/p1_noodle_dishwasher_01_e4_h__v009.opus
p1_noodle_dishwasher_01_e4_r1__v000	一个杯子。	yí ge bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e4_r1__v000.opus
p1_noodle_dishwasher_01_e4_r1__v001	二个杯子。	èr ge bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e4_r1__v001.opus
p1_noodle_dishwasher_01_e4_r1__v002	三个杯子。	sān ge bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e4_r1__v002.opus
p1_noodle_dishwasher_01_e4_r1__v003	四个杯子。	sì ge bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e4_r1__v003.opus
p1_noodle_dishwasher_01_e4_r1__v004	五个杯子。	wǔ ge bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e4_r1__v004.opus
p1_noodle_dishwasher_01_e4_r1__v005	六个杯子。	liù ge bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e4_r1__v005.opus
p1_noodle_dishwasher_01_e4_r1__v006	七个杯子。	qī ge bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e4_r1__v006.opus
p1_noodle_dishwasher_01_e4_r1__v007	八个杯子。	bā ge bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e4_r1__v007.opus
p1_noodle_dishwasher_01_e4_r1__v008	九个杯子。	jiǔ ge bēizi.	zh-CN-YunxiNeural	audio/phase1/p1_noodle_dishwasher_01_e4_r1__v008.opus
